source,title,summary,link
Google News,"Canada’s new government is rebuilding, rearming, and reinvesting in the Canadian Armed Forces - pm.gc.ca","<a href=""https://news.google.com/rss/articles/CBMivgFBVV95cUxOOHVXNzVQNnUwNVRBaV9KVTJOZkRoSVVzUEtnNl9zOHlNUU82VTlCbS1RMURuamt3ZG9RS1VWQm12bVRiR3h1bzR0OXdnVUFRbld4UE9Lc2VXejdhV2JNS1didV9QLWpLWXNjTjFqUWFHVUllUHZRMnpOa2VPSEFhcXh5dklmOFF3SGtjV0NrVXdhc0RlRDUwb09USUlERXhLbWNJSTYwNmgyYnI0WjMwakxOVHRrbGc3OTJkNHZR?oc=5"" target=""_blank"">Canada’s new government is rebuilding, rearming, and reinvesting in the Canadian Armed Forces</a>&nbsp;&nbsp;<font color=""#6f6f6f"">pm.gc.ca</font>",https://news.google.com/rss/articles/CBMivgFBVV95cUxOOHVXNzVQNnUwNVRBaV9KVTJOZkRoSVVzUEtnNl9zOHlNUU82VTlCbS1RMURuamt3ZG9RS1VWQm12bVRiR3h1bzR0OXdnVUFRbld4UE9Lc2VXejdhV2JNS1didV9QLWpLWXNjTjFqUWFHVUllUHZRMnpOa2VPSEFhcXh5dklmOFF3SGtjV0NrVXdhc0RlRDUwb09USUlERXhLbWNJSTYwNmgyYnI0WjMwakxOVHRrbGc3OTJkNHZR?oc=5
Google News,Canada to Boost Military Spending to Try to Placate Trump - WSJ,"<a href=""https://news.google.com/rss/articles/CBMigwNBVV95cUxPbExEZHBVNTBIU2lfRG9DdXh2d1FzWXhvYVVXWEU0aDFlYTRnY3ZZaGxmLWYzUkp6OTA2bE5sQTQ2RlNVbHh2LUFwYXB6bWg5UnJoT0RlYmRrenhFS2ZhWlQzYktfSzhFSUlBXzNqb1kwRjVMNVVldXVIUlAtckVyeVlOa2lxQ2lZbEx6bmNEd2RIYUdHWDkxcnQ4aG1NdS1qaGVJUV91YkQ2enhvdG5temphU0ZfSGJ2VXhRWXJPNEk4RmhkcnR4eVk3RlU5T0FuQUNVNmZGcFQ4S1NFRkJpQmpYZVN6cVNzbVp6S2lxRlBkc1VpUUpTZjdMSjBUajhzUU5jcFF0TEc5MUI1Q1llejlCZC1TeWM4dXFqOEJKWW13Rk5tTFVucGc3Vk5DVHlEc3ZVblFRZVB3YWdTQXNsTFFhelFfRGV1Z2x0N0E3VFNzT3dWNVdXSDhLYzQtX1NvY1VyV3dwLWZxbmswOWpZeUt6MGpXT1VPQi1QbjFjRTJJRkE?oc=5"" target=""_blank"">Canada to Boost Military Spending to Try to Placate Trump</a>&nbsp;&nbsp;<font color=""#6f6f6f"">WSJ</font>",https://news.google.com/rss/articles/CBMigwNBVV95cUxPbExEZHBVNTBIU2lfRG9DdXh2d1FzWXhvYVVXWEU0aDFlYTRnY3ZZaGxmLWYzUkp6OTA2bE5sQTQ2RlNVbHh2LUFwYXB6bWg5UnJoT0RlYmRrenhFS2ZhWlQzYktfSzhFSUlBXzNqb1kwRjVMNVVldXVIUlAtckVyeVlOa2lxQ2lZbEx6bmNEd2RIYUdHWDkxcnQ4aG1NdS1qaGVJUV91YkQ2enhvdG5temphU0ZfSGJ2VXhRWXJPNEk4RmhkcnR4eVk3RlU5T0FuQUNVNmZGcFQ4S1NFRkJpQmpYZVN6cVNzbVp6S2lxRlBkc1VpUUpTZjdMSjBUajhzUU5jcFF0TEc5MUI1Q1llejlCZC1TeWM4dXFqOEJKWW13Rk5tTFVucGc3Vk5DVHlEc3ZVblFRZVB3YWdTQXNsTFFhelFfRGV1Z2x0N0E3VFNzT3dWNVdXSDhLYzQtX1NvY1VyV3dwLWZxbmswOWpZeUt6MGpXT1VPQi1QbjFjRTJJRkE?oc=5
Google News,Canada says it wants to join major European defence plan - BBC,"<a href=""https://news.google.com/rss/articles/CBMiWkFVX3lxTE5vUGZja1QtSUpTazA4U2NfdU1QcWdBdTVsdG1oaWxWb0EyelVhYzFtWU15c3VlYjVHREgyZWRwbEo0cTJycWdTbm14ZWpZc0hIUDBNWmtjb2UtZ9IBX0FVX3lxTE12VnFwbDRVZkxwaFRHb0ZZY1FId1NvQWh1TTFuQmVHQzJmZV9PWG1KUmxwYVhWamZjLXF5TUlndXozLUR5TnJWY3E1dEl4SzVvaDFYZVB2TVhkbUlKV0Rr?oc=5"" target=""_blank"">Canada says it wants to join major European defence plan</a>&nbsp;&nbsp;<font color=""#6f6f6f"">BBC</font>",https://news.google.com/rss/articles/CBMiWkFVX3lxTE5vUGZja1QtSUpTazA4U2NfdU1QcWdBdTVsdG1oaWxWb0EyelVhYzFtWU15c3VlYjVHREgyZWRwbEo0cTJycWdTbm14ZWpZc0hIUDBNWmtjb2UtZ9IBX0FVX3lxTE12VnFwbDRVZkxwaFRHb0ZZY1FId1NvQWh1TTFuQmVHQzJmZV9PWG1KUmxwYVhWamZjLXF5TUlndXozLUR5TnJWY3E1dEl4SzVvaDFYZVB2TVhkbUlKV0Rr?oc=5
Google News,No honeymoon for Mark Carney - Politico,"<a href=""https://news.google.com/rss/articles/CBMingFBVV95cUxNQ09Vd2hHNVQtODVoa3RxQXc4X3N2Mm9YVEwyQjRERVZaYlE2NXdtLTU2ZmE3NDNMSHpIcHFyVnd6ZTllVUdKMzdJUm9GcHFoQ2Nma0Jfc1ppUEVSYThzMm5ZZkNJUzZzM3Z1RGtaSFR5SVNBRjRvZk9TbzVfdmlGeldTTFVUTFRGcXo5dUN3UUVLOE1KbFBFRHFIcW9ldw?oc=5"" target=""_blank"">No honeymoon for Mark Carney</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Politico</font>",https://news.google.com/rss/articles/CBMingFBVV95cUxNQ09Vd2hHNVQtODVoa3RxQXc4X3N2Mm9YVEwyQjRERVZaYlE2NXdtLTU2ZmE3NDNMSHpIcHFyVnd6ZTllVUdKMzdJUm9GcHFoQ2Nma0Jfc1ppUEVSYThzMm5ZZkNJUzZzM3Z1RGtaSFR5SVNBRjRvZk9TbzVfdmlGeldTTFVUTFRGcXo5dUN3UUVLOE1KbFBFRHFIcW9ldw?oc=5
Google News,"Trump and Carney are in direct contact over tariffs, says Canadian minister - Reuters","<a href=""https://news.google.com/rss/articles/CBMixwFBVV95cUxPanppNUlVZjNPMjV4Q2syUUxZS0JJZmg3dEtLVkZYRmp6ZU4yQVk3bnB3d1lpUTNHVUUzVDB4MVhfLWtJN29kcVBfLUdSLWh3b2pKOTk3Q3ZBS3RtTl9DNUk5RUtCNl9ObE8tNVdqdW9ESGlMLXY3Z3JPZFJocFk2cDZkQWl4bXNEV2NsZHBVQW8yaWlpUGREaHB0U2RhYm1yaXAzMEZfM2F0aTRsQUwyQmVmZXpKV20wc0o5bmVKdVlPUGlRcjdB?oc=5"" target=""_blank"">Trump and Carney are in direct contact over tariffs, says Canadian minister</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Reuters</font>",https://news.google.com/rss/articles/CBMixwFBVV95cUxPanppNUlVZjNPMjV4Q2syUUxZS0JJZmg3dEtLVkZYRmp6ZU4yQVk3bnB3d1lpUTNHVUUzVDB4MVhfLWtJN29kcVBfLUdSLWh3b2pKOTk3Q3ZBS3RtTl9DNUk5RUtCNl9ObE8tNVdqdW9ESGlMLXY3Z3JPZFJocFk2cDZkQWl4bXNEV2NsZHBVQW8yaWlpUGREaHB0U2RhYm1yaXAzMEZfM2F0aTRsQUwyQmVmZXpKV20wc0o5bmVKdVlPUGlRcjdB?oc=5
Google News,Canada’s Liberals are already thinking about how to remove Mark Carney. It’s not personal. - Politico,"<a href=""https://news.google.com/rss/articles/CBMiiwFBVV95cUxOYmN6OURhbWJsVDdtdFAtNjVvVmQxb2k5Q2YyUlRrLUdNVDFxQ1QwZGhHM2ZWZmVjXzIwYVRXSWFRY3FKYWs1Z3VaalFhWC1MOENFai03dVdiQ3Jta0lOWHI1SHdOVWpjdl93cmR6MkJaSi1SVHZsd3dETDZnajhwUnBaUUhVV1o1TllZ?oc=5"" target=""_blank"">Canada’s Liberals are already thinking about how to remove Mark Carney. It’s not personal.</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Politico</font>",https://news.google.com/rss/articles/CBMiiwFBVV95cUxOYmN6OURhbWJsVDdtdFAtNjVvVmQxb2k5Q2YyUlRrLUdNVDFxQ1QwZGhHM2ZWZmVjXzIwYVRXSWFRY3FKYWs1Z3VaalFhWC1MOENFai03dVdiQ3Jta0lOWHI1SHdOVWpjdl93cmR6MkJaSi1SVHZsd3dETDZnajhwUnBaUUhVV1o1TllZ?oc=5
Google News,"Canada's Carney and Trump hold secret talks on trade and security, Globe and Mail reports - Reuters","<a href=""https://news.google.com/rss/articles/CBMiwAFBVV95cUxOQUc3Qll6RnQ5UWg2T0VvX25BYi1fVlo1cGlGaTR5U2s0aXo1OU4yZlRvVlRBcTFwRndzSUtFWjRBR0I3MzhGcU51OHhrWndQYS0yWUNncFk1bXItVUdGYlB4NUpHdFg5RS1PaG1ybnNIa2hMZjYtYzgyaV9NLXFWa3F1VTQ0ZHhtNGtYWHdtQjJFdlVGMXZmVENtRFZaV1REdEJuMEhSNV9XNnN2QWlGTDB4SEhuZGl4UjBKd3ZKTzM?oc=5"" target=""_blank"">Canada's Carney and Trump hold secret talks on trade and security, Globe and Mail reports</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Reuters</font>",https://news.google.com/rss/articles/CBMiwAFBVV95cUxOQUc3Qll6RnQ5UWg2T0VvX25BYi1fVlo1cGlGaTR5U2s0aXo1OU4yZlRvVlRBcTFwRndzSUtFWjRBR0I3MzhGcU51OHhrWndQYS0yWUNncFk1bXItVUdGYlB4NUpHdFg5RS1PaG1ybnNIa2hMZjYtYzgyaV9NLXFWa3F1VTQ0ZHhtNGtYWHdtQjJFdlVGMXZmVENtRFZaV1REdEJuMEhSNV9XNnN2QWlGTDB4SEhuZGl4UjBKd3ZKTzM?oc=5
Google News,Canadian PM vows to boost defence spending and reduce dependency on US - The Guardian,"<a href=""https://news.google.com/rss/articles/CBMikgFBVV95cUxQSzFuNWJsSVZXcUszcThBbDkyRmdRNmpySEtVTk5lRVh1YTNkeWRMOWNzenI3VlpORkhjN29IOW1kSGFWZHY1Y2w0UC0za3IwN0xRMk85dDN2b29hcUhTWnZybWpZdS0yMVlGU0tYWUk3WUVaaWhCNkxUUUtIMG1vTlBWX1ZGNmhqdEdZX3QzWk1jZw?oc=5"" target=""_blank"">Canadian PM vows to boost defence spending and reduce dependency on US</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The Guardian</font>",https://news.google.com/rss/articles/CBMikgFBVV95cUxQSzFuNWJsSVZXcUszcThBbDkyRmdRNmpySEtVTk5lRVh1YTNkeWRMOWNzenI3VlpORkhjN29IOW1kSGFWZHY1Y2w0UC0za3IwN0xRMk85dDN2b29hcUhTWnZybWpZdS0yMVlGU0tYWUk3WUVaaWhCNkxUUUtIMG1vTlBWX1ZGNmhqdEdZX3QzWk1jZw?oc=5
Google News,Bell: Danielle Smith is playing nice with Carney — Poilievre is not - Calgary Herald,"<a href=""https://news.google.com/rss/articles/CBMirwFBVV95cUxQcXQ3c05yR2xLcm5HbkUxNUpGdEFkZ21lUm5JcFpSTFE1N1o4RFZodUNicS1hUmplRU9FeFpWa2FXSGsxQW1aeHgtUy1MVnREY28yaVRBUHN1TXFPLVAxa21JcnpGcVowZzdvS1FmX2gwNUt2b2V4N0lSbGFFUjBuR0paUFFJSU9vaUZGTDBEYXR2WU9rSGh6dlFWSjRrMjZYU1JiZ2d0cTZOdjhVTVZr?oc=5"" target=""_blank"">Bell: Danielle Smith is playing nice with Carney — Poilievre is not</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Calgary Herald</font>",https://news.google.com/rss/articles/CBMirwFBVV95cUxQcXQ3c05yR2xLcm5HbkUxNUpGdEFkZ21lUm5JcFpSTFE1N1o4RFZodUNicS1hUmplRU9FeFpWa2FXSGsxQW1aeHgtUy1MVnREY28yaVRBUHN1TXFPLVAxa21JcnpGcVowZzdvS1FmX2gwNUt2b2V4N0lSbGFFUjBuR0paUFFJSU9vaUZGTDBEYXR2WU9rSGh6dlFWSjRrMjZYU1JiZ2d0cTZOdjhVTVZr?oc=5
Google News,"Carney invites Modi to G7, signalling thaw in Canada-India relations - BBC","<a href=""https://news.google.com/rss/articles/CBMiWkFVX3lxTFBLV0thN2prY2wwS0pLMjB6NFkyNE12eDFnc1BCbmRNeTJyaUlWa3VKanlJTGRLZTNXNlUtMUY5TkJSTGxCV1k1aWNhelRscUxxSGhqcHNJUVdsd9IBX0FVX3lxTE1JTFJxNXN0OEl5X1lkYzBrLTRfTElsckFHRXdicXluNmNUY01yaEd3VldqSlVSVnc2OG1OYVZkb0dMUW4taVhYcHZpSlU1T2xUcGE4X2dVNWVlenBwMlRV?oc=5"" target=""_blank"">Carney invites Modi to G7, signalling thaw in Canada-India relations</a>&nbsp;&nbsp;<font color=""#6f6f6f"">BBC</font>",https://news.google.com/rss/articles/CBMiWkFVX3lxTFBLV0thN2prY2wwS0pLMjB6NFkyNE12eDFnc1BCbmRNeTJyaUlWa3VKanlJTGRLZTNXNlUtMUY5TkJSTGxCV1k1aWNhelRscUxxSGhqcHNJUVdsd9IBX0FVX3lxTE1JTFJxNXN0OEl5X1lkYzBrLTRfTElsckFHRXdicXluNmNUY01yaEd3VldqSlVSVnc2OG1OYVZkb0dMUW4taVhYcHZpSlU1T2xUcGE4X2dVNWVlenBwMlRV?oc=5
Google News,Mark Carney Says Canada Will Reach NATO Spending Target This Fiscal Year - WSJ,"<a href=""https://news.google.com/rss/articles/CBMi1gNBVV95cUxQam9WQk54cndSNDhUTFBZZFUtTUN4TVdOaDJ0eDdCTzBDcGxXUUJSNFp5NC16N21Bc0VsZFBaSzMzcWVYdy1WN3VkbTdBem1EaGZ6aDR6dEhDeHBKa0lBU2VZeGdTZUF5elpHYUtVbkEwUTJnM3dvYTF6X0FxNzJXbXkzSU1aUDZhelJfLUJVMzFDNkF2MlZfN3VqdFpfZGxHV3Uxc2prRzA0UVVldlVWNmVrNlRCZ1N0STRHUFppX3dPTzU1WTVhLWdVR1lLQUdwamJ0OFRLYVVkWGcwQWphUlNPdVkyXzlhWERQVlFmY2R1Z084UTQtSGI0cWswMDQ0V05iWVVUQW54cVEwYWRtUHZyY2k1ZFd0Z0dkSUJ6NzBCV1JFNXZGTHFxckQydTRLelFJV3dwbXhZV0MtOWFCVm5FcDJaNnpYMkw2dEVXamhoVFIycDV4VnVVUjF6TjMyQWlNcXRzUVgzMFFjNy03X0pleHJSSXJtbUVjOUxHZ29FWXp3dVhwd1FPMzNVVklRNkhLd1pFMS03ZHUxUjVPMGNhV2V3TXdEVVFYVzB2T0FCek1jYXh2dGk0NTZIUG5mZlNLS3JScThzZm9TSl90eHJVLWl3dw?oc=5"" target=""_blank"">Mark Carney Says Canada Will Reach NATO Spending Target This Fiscal Year</a>&nbsp;&nbsp;<font color=""#6f6f6f"">WSJ</font>",https://news.google.com/rss/articles/CBMi1gNBVV95cUxQam9WQk54cndSNDhUTFBZZFUtTUN4TVdOaDJ0eDdCTzBDcGxXUUJSNFp5NC16N21Bc0VsZFBaSzMzcWVYdy1WN3VkbTdBem1EaGZ6aDR6dEhDeHBKa0lBU2VZeGdTZUF5elpHYUtVbkEwUTJnM3dvYTF6X0FxNzJXbXkzSU1aUDZhelJfLUJVMzFDNkF2MlZfN3VqdFpfZGxHV3Uxc2prRzA0UVVldlVWNmVrNlRCZ1N0STRHUFppX3dPTzU1WTVhLWdVR1lLQUdwamJ0OFRLYVVkWGcwQWphUlNPdVkyXzlhWERQVlFmY2R1Z084UTQtSGI0cWswMDQ0V05iWVVUQW54cVEwYWRtUHZyY2k1ZFd0Z0dkSUJ6NzBCV1JFNXZGTHFxckQydTRLelFJV3dwbXhZV0MtOWFCVm5FcDJaNnpYMkw2dEVXamhoVFIycDV4VnVVUjF6TjMyQWlNcXRzUVgzMFFjNy03X0pleHJSSXJtbUVjOUxHZ29FWXp3dVhwd1FPMzNVVklRNkhLd1pFMS03ZHUxUjVPMGNhV2V3TXdEVVFYVzB2T0FCek1jYXh2dGk0NTZIUG5mZlNLS3JScThzZm9TSl90eHJVLWl3dw?oc=5
Google News,Carney laments Pride 'backlash' and rolls out money to make 2SLGBTQ+ parades safer - Yahoo News Canada,"<a href=""https://news.google.com/rss/articles/CBMiggFBVV95cUxPSWxIWW1lMTZjQ2ZQZ2dXekhEdEFreUlDVzB6VFU4dkJ5TGlkTUdZdzhGTmE3cHN2cmFaQWxNUFdkX3FvWGNBZi1ELVVnbDZxbDY1cGlmUTZWWXdER0ctbVFIWkVMdXgtNFJoeGszaE5KVUtlNUtLcFlBdjh0b2d3MkJB?oc=5"" target=""_blank"">Carney laments Pride 'backlash' and rolls out money to make 2SLGBTQ+ parades safer</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Yahoo News Canada</font>",https://news.google.com/rss/articles/CBMiggFBVV95cUxPSWxIWW1lMTZjQ2ZQZ2dXekhEdEFreUlDVzB6VFU4dkJ5TGlkTUdZdzhGTmE3cHN2cmFaQWxNUFdkX3FvWGNBZi1ELVVnbDZxbDY1cGlmUTZWWXdER0ctbVFIWkVMdXgtNFJoeGszaE5KVUtlNUtLcFlBdjh0b2d3MkJB?oc=5
Google News,Carney invites Modi to G7 summit despite strained ties between Canada and India - CNN,"<a href=""https://news.google.com/rss/articles/CBMifkFVX3lxTE1mNG5uMkxmSm1vTUFvT1pSc2VzVXpocWRuanlsaHp6QnBHMVNBaWhJZDRtcEpLVW5qdGdHclpOQ3owZmN2WlkwMi1BU3BOM01GazlsUjhKaF9FTTBpSi1DNTU5Qzl4clFmRVZBZFI1c0xKU3ltZXRaVlhoWFpmUdIBgwFBVV95cUxNOWxmcjdFcHpHbVhBdXh5UGVpdzhYUzNhWGlBTVdsMVJzYVdEWHBjVzdvc2FqUHlNXzZnSlZKQUx3dVR0eFFIZWdzQnBFYUl0aVRNQVUwa1ZjOGUxVFFuNWZNQzdLS01HZWpyZVQyZGJ0cXBJWDYwN0QwQkN1V2Q0dERTTQ?oc=5"" target=""_blank"">Carney invites Modi to G7 summit despite strained ties between Canada and India</a>&nbsp;&nbsp;<font color=""#6f6f6f"">CNN</font>",https://news.google.com/rss/articles/CBMifkFVX3lxTE1mNG5uMkxmSm1vTUFvT1pSc2VzVXpocWRuanlsaHp6QnBHMVNBaWhJZDRtcEpLVW5qdGdHclpOQ3owZmN2WlkwMi1BU3BOM01GazlsUjhKaF9FTTBpSi1DNTU5Qzl4clFmRVZBZFI1c0xKU3ltZXRaVlhoWFpmUdIBgwFBVV95cUxNOWxmcjdFcHpHbVhBdXh5UGVpdzhYUzNhWGlBTVdsMVJzYVdEWHBjVzdvc2FqUHlNXzZnSlZKQUx3dVR0eFFIZWdzQnBFYUl0aVRNQVUwa1ZjOGUxVFFuNWZNQzdLS01HZWpyZVQyZGJ0cXBJWDYwN0QwQkN1V2Q0dERTTQ?oc=5
Google News,Prime Minister Carney announces Canada’s G7 priorities ahead of the Leaders’ Summit - pm.gc.ca,"<a href=""https://news.google.com/rss/articles/CBMiqwFBVV95cUxNSUE2aFJHbXVwQ2JDRU9CX0dRWHNydnhlODFzeVl5NG1tdzlZZXdUaEdhSlg1azVhWFJJVUYwMHVXTWhrNkllLS00cTZmQlZKSEN1UkYyYU1yRUlaSW44WjJaU2Q0UGlKTU4teGVtRkhGUXRSemt5SzNxTTBnbjBuTU4wR1MyaE1ndVdEVTk2dEp1RkpMM2tmd21zZDF5WjlwcHBRSU42MDJTZUU?oc=5"" target=""_blank"">Prime Minister Carney announces Canada’s G7 priorities ahead of the Leaders’ Summit</a>&nbsp;&nbsp;<font color=""#6f6f6f"">pm.gc.ca</font>",https://news.google.com/rss/articles/CBMiqwFBVV95cUxNSUE2aFJHbXVwQ2JDRU9CX0dRWHNydnhlODFzeVl5NG1tdzlZZXdUaEdhSlg1azVhWFJJVUYwMHVXTWhrNkllLS00cTZmQlZKSEN1UkYyYU1yRUlaSW44WjJaU2Q0UGlKTU4teGVtRkhGUXRSemt5SzNxTTBnbjBuTU4wR1MyaE1ndVdEVTk2dEp1RkpMM2tmd21zZDF5WjlwcHBRSU42MDJTZUU?oc=5
Google News,KINSELLA: PM Mark Carney's top 5 stolen Conservative policy planks - Toronto Sun,"<a href=""https://news.google.com/rss/articles/CBMiqgFBVV95cUxQQURTb2dTSzRBNk0yNWV1djBXWUs3NFNYWjNqcFh1c01jQWJtZDQ0RjVvQzNjd2RXVXlISkp5WG82OFRxdlNqSTFZVXVqajJLWlZnalRVTHJfTXl6LVp0NGV4cDRuM3pqc0N1bnp5VG94Qm5JdS1mS0JtZWNzeHBsekNzeXViUFBFeWJUSmlyT3gyMTZNQzdMNWgxUFAwYVd4c0thWHNhby1xZw?oc=5"" target=""_blank"">KINSELLA: PM Mark Carney's top 5 stolen Conservative policy planks</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Toronto Sun</font>",https://news.google.com/rss/articles/CBMiqgFBVV95cUxQQURTb2dTSzRBNk0yNWV1djBXWUs3NFNYWjNqcFh1c01jQWJtZDQ0RjVvQzNjd2RXVXlISkp5WG82OFRxdlNqSTFZVXVqajJLWlZnalRVTHJfTXl6LVp0NGV4cDRuM3pqc0N1bnp5VG94Qm5JdS1mS0JtZWNzeHBsekNzeXViUFBFeWJUSmlyT3gyMTZNQzdMNWgxUFAwYVd4c0thWHNhby1xZw?oc=5
Google News,Canada's Prime Minister Mark Carney at a news conference in Ottawa - IslanderNews.com,"<a href=""https://news.google.com/rss/articles/CBMi7AFBVV95cUxNUWtuSFZmdHFHX2V2eng2V295WXZsU0FVd2txaEpRMi10Y3RpUUNfUzdSazRnY0FWcUN3RjB1ZGVxR2toYmRqbDUxcXNYQUJURE8tYy1ZQ2lyUWpGVF9tSVk0NGlmcFpEdWRmRjk0SXEyNkZEcnRVb1h4M3lacGRDTlh2VzFIb1NHMDFUMFlaM3N3UWRMNXA3T1VJaVVIZjZlUHhQdkFyZWVVRGFOS2JVYkd3YjJ4QWc3cWFVOUo0NzgwdEZ2bUdoZk05N3EzbmJSMTlXaU9jRGp1ZzZkWUhrR2VLYmh5UVRCRDhwWg?oc=5"" target=""_blank"">Canada's Prime Minister Mark Carney at a news conference in Ottawa</a>&nbsp;&nbsp;<font color=""#6f6f6f"">IslanderNews.com</font>",https://news.google.com/rss/articles/CBMi7AFBVV95cUxNUWtuSFZmdHFHX2V2eng2V295WXZsU0FVd2txaEpRMi10Y3RpUUNfUzdSazRnY0FWcUN3RjB1ZGVxR2toYmRqbDUxcXNYQUJURE8tYy1ZQ2lyUWpGVF9tSVk0NGlmcFpEdWRmRjk0SXEyNkZEcnRVb1h4M3lacGRDTlh2VzFIb1NHMDFUMFlaM3N3UWRMNXA3T1VJaVVIZjZlUHhQdkFyZWVVRGFOS2JVYkd3YjJ4QWc3cWFVOUo0NzgwdEZ2bUdoZk05N3EzbmJSMTlXaU9jRGp1ZzZkWUhrR2VLYmh5UVRCRDhwWg?oc=5
